State,Year,Crop,N,P,K,pH,Temperature,Humidity,Rainfall
Karnataka,2012,Rice,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Safflower,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Sannhamp,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Sesamum,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Small millets,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Soyabean,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Sugarcane,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Sunflower,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Sunflower,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Sunflower,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Sweet potato,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Tapioca,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Tobacco,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Turmeric,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Urad,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Urad,72,42,25,6.9,24.37,62.56,488.69
Karnataka,2012,Wheat,72,42,25,6.9,24.37,62.56,488.69
Kerala,2012,Arecanut,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Arhar/Tur,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Banana,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Black pepper,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Cardamom,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Cashewnut,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Coconut ,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Cowpea(Lobia),65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Garlic,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Ginger,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Groundnut,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Horse-gram,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Jowar,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Maize,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Moong(Green Gram),65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Onion,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Potato,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Ragi,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Rice,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Rice,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Rice,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Sesamum,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Sesamum,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Small millets,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Soyabean,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Sugarcane,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Sweet potato,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Tapioca,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Tobacco,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Turmeric,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Urad,65,28,50,5.7,27.14,77.86,1152.35
Kerala,2012,Wheat,65,28,50,5.7,27.14,77.86,1152.35
Meghalaya,2012,Arecanut,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Arhar/Tur,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Banana,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Black pepper,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Cashewnut,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Castor seed,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Cotton(lint),52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Dry chillies,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Ginger,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Gram,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Jute,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Linseed,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Maize,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Mesta,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Peas & beans (Pulses),52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Potato,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Rapeseed &Mustard,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Rice,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Rice,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Rice,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Sesamum,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Small millets,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Soyabean,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Sugarcane,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Sweet potato,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Tapioca,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Tobacco,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Turmeric,52,16,33,5.6,17.79,80.28,2851.85
Meghalaya,2012,Wheat,52,16,33,5.6,17.79,80.28,2851.85
Andhra Pradesh,2013,Arecanut,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Arhar/Tur,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Arhar/Tur,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Bajra,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Bajra,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Banana,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Black pepper,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Cashewnut,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Castor seed,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Castor seed,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Coconut ,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Coriander,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Coriander,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Cotton(lint),78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Cotton(lint),78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Cowpea(Lobia),78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Cowpea(Lobia),78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Dry chillies,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Dry chillies,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Ginger,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Gram,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Groundnut,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Groundnut,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Horse-gram,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Horse-gram,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Jowar,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Jowar,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Linseed,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Maize,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Maize,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Mesta,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Mesta,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Moong(Green Gram),78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Moong(Green Gram),78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Niger seed,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Niger seed,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Onion,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Onion,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Other Kharif pulses,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Potato,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Potato,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Ragi,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Ragi,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Rapeseed &Mustard,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Rice,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Rice,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Safflower,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sannhamp,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sesamum,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sesamum,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Small millets,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Small millets,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Soyabean,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Soyabean,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sugarcane,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sunflower,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sunflower,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sweet potato,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Sweet potato,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Tapioca,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Tapioca,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Tobacco,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Tobacco,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Urad,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Urad,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,Wheat,78,45,22,6.8,27.45,72.34,1279.53
Andhra Pradesh,2013,other oilseeds,78,45,22,6.8,27.45,72.34,1279.53
Assam,2013,Arecanut,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Arhar/Tur,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Banana,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Black pepper,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Castor seed,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Coconut ,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Cotton(lint),60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Dry chillies,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Ginger,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Gram,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Jute,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Linseed,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Maize,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Masoor,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Mesta,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Moong(Green Gram),60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Niger seed,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Onion,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Peas & beans (Pulses),60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Potato,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Rapeseed &Mustard,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Rice,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Rice,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Rice,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Sesamum,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Small millets,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Sugarcane,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Sweet potato,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Tapioca,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Tobacco,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Turmeric,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Urad,60,18,38,5.8,23.2,75.92,1838.45
Assam,2013,Wheat,60,18,38,5.8,23.2,75.92,1838.45
Goa,2013,Arecanut,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Banana,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Black pepper,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Cashewnut,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Coconut ,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Groundnut,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Groundnut,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Other  Rabi pulses,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Other Kharif pulses,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Ragi,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Rice,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Rice,65,25,45,6.2,27.31,73.57,2110.26
Goa,2013,Sugarcane,65,25,45,6.2,27.31,73.57,2110.26
Karnataka,2013,Arecanut,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Arhar/Tur,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Bajra,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Black pepper,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cardamom,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cashewnut,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Castor seed,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Coconut ,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Coriander,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cotton(lint),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cotton(lint),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cotton(lint),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cowpea(Lobia),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cowpea(Lobia),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Cowpea(Lobia),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Dry chillies,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Dry chillies,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Dry chillies,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Garlic,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Ginger,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Gram,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Groundnut,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Groundnut,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Groundnut,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Horse-gram,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Horse-gram,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Jowar,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Jowar,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Jowar,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Linseed,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Maize,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Maize,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Maize,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Mesta,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Moong(Green Gram),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Moong(Green Gram),72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Niger seed,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Onion,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Onion,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Onion,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Other  Rabi pulses,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Other Kharif pulses,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Potato,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Potato,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Potato,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Ragi,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Ragi,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Ragi,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Rapeseed &Mustard,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Rice,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Rice,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Rice,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Safflower,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Sannhamp,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Sesamum,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Small millets,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Soyabean,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Sugarcane,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Sunflower,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Sunflower,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Sunflower,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Sweet potato,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Tapioca,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Tobacco,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Turmeric,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Urad,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Urad,72,42,25,6.9,23.6,68.73,878.57
Karnataka,2013,Wheat,72,42,25,6.9,23.6,68.73,878.57
Kerala,2013,Arecanut,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Arhar/Tur,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Banana,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Black pepper,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Cardamom,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Cashewnut,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Coconut ,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Cowpea(Lobia),65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Garlic,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Ginger,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Groundnut,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Horse-gram,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Jowar,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Maize,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Moong(Green Gram),65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Onion,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Potato,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Ragi,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Rice,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Rice,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Rice,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Sesamum,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Small millets,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Soyabean,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Sugarcane,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Sweet potato,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Tapioca,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Tobacco,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Turmeric,65,28,50,5.7,26.95,79.46,1766.57
Kerala,2013,Urad,65,28,50,5.7,26.95,79.46,1766.57
Meghalaya,2013,Arecanut,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Arhar/Tur,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Banana,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Black pepper,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Cashewnut,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Castor seed,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Cotton(lint),52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Cowpea(Lobia),52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Dry chillies,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Ginger,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Gram,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Jute,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Linseed,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Maize,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Masoor,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Mesta,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Peas & beans (Pulses),52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Potato,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Rapeseed &Mustard,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Rice,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Rice,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Rice,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Sesamum,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Small millets,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Soyabean,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Sugarcane,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Sweet potato,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Tapioca,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Tobacco,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Turmeric,52,16,33,5.6,18.22,80.52,2467.09
Meghalaya,2013,Wheat,52,16,33,5.6,18.22,80.52,2467.09
Tamil Nadu,2013,Arecanut,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Arhar/Tur,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Bajra,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Bajra,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Banana,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Black pepper,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Cardamom,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Cashewnut,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Castor seed,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Coconut ,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Coriander,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Cotton(lint),80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Cotton(lint),80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Dry chillies,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Garlic,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Ginger,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Gram,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Groundnut,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Groundnut,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Horse-gram,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Horse-gram,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Jowar,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Jowar,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Maize,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Maize,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Moong(Green Gram),80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Moong(Green Gram),80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Onion,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Onion,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Potato,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Potato,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Ragi,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Ragi,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Rapeseed &Mustard,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Rice,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Sesamum,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Sesamum,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Small millets,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Sugarcane,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Sunflower,80,38,30,6.6,27.79,72.75,1023.06
Tamil Nadu,2013,Sunflower,80,38,30,6.6,27.79,72.75,1023.06
